WKT,geo_point_
"MULTILINESTRING ((5.69768766259678 45.26422545729,5.70029067974167 45.2699853549369,5.70107026830895 45.2715566623789,5.70168919311453 45.2721485376938))","(2:45.2682805115,5.69955056035)"
"MULTILINESTRING ((5.76835332842412 44.8749624231292,5.7684831364721 44.8745932996521))","(2:44.8747778614,5.76841823245)"
"MULTILINESTRING ((5.76835332842412 44.8749624231292,5.76698339697409 44.8744828045191))","(2:44.8747226138,5.7676683627)"
"MULTILINESTRING ((5.76856123295666 44.8744327443588,5.76839060525806 44.8744049128662))","(2:44.8744188286,5.76847591911)"
"MULTILINESTRING ((5.76910313113901 44.8728605982791,5.76927141367326 44.8723520908403))","(2:44.8726063446,5.76918727241)"
"MULTILINESTRING ((5.72236533822952 45.2489304959773,5.72244305959264 45.2485140222593,5.72291101747561 45.2478332103967,5.72294996218082 45.2475270736708))","(2:45.2482250486,5.72265305479)"
"MULTILINESTRING ((5.70354028069013 45.2536030952643,5.7038288874847 45.254089850077))","(2:45.2538464727,5.70368458409)"
"MULTILINESTRING ((5.72443358513118 45.2418947996233,5.72454490086542 45.2420073451055))","(2:45.2419510724,5.724489243)"
"MULTILINESTRING ((5.72674841447219 45.2456712795366,5.72379585082226 45.2446585753844))","(2:45.2451649275,5.72527213265)"
"MULTILINESTRING ((5.87766905497833 44.8391383410584,5.87730010566228 44.8390109239075))","(2:44.8390746325,5.87748458032)"
"MULTILINESTRING ((5.85790147169164 44.8351915820917,5.85744933991845 44.8348323337052,5.85680874919515 44.8347106397134))","(2:44.8348844303,5.8573856574)"
"MULTILINESTRING ((5.85790147169164 44.8351915820917,5.85833447804052 44.835685201567,5.85913064859131 44.8357573486862,5.86098045114701 44.8370388437896,5.85963877741175 44.8468145869092,5.85948020492797 44.8475162017883))","(2:44.8406747662,5.86004297272)"
"MULTILINESTRING ((5.87398230392135 44.8376152192741,5.87315983595039 44.8372512645011))","(2:44.8374332419,5.87357106994)"
"MULTILINESTRING ((5.46813876307855 45.0874401957725,5.46945549469671 45.08852503438))","(2:45.0879826151,5.46879712889)"
"MULTILINESTRING ((5.46441917206823 45.1023843303384,5.46450652389505 45.1024336039742))","(2:45.1024089672,5.46446284798)"
"MULTILINESTRING ((5.4724670242945 45.1089046355963,5.47300189969746 45.1120639875305))","(2:45.1104843116,5.472734462)"
"MULTILINESTRING ((5.4758042505297 45.1235119210681,5.47721980043396 45.128773751169))","(2:45.1261428361,5.47651202548)"
"MULTILINESTRING ((5.4728036905882 45.1090349987382,5.47306316593102 45.109223799575))","(2:45.1091293992,5.47293342826)"
"MULTILINESTRING ((5.86946402418266 45.1972518640676,5.86892276980704 45.1968756393072))","(2:45.1970637517,5.86919339699)"
"MULTILINESTRING ((5.87108635558979 45.1833015991012,5.87354482313658 45.182346873555))","(2:45.1828242363,5.87231558936)"
"MULTILINESTRING ((5.86289923108288 45.1878122153516,5.85772244817419 45.188960808751))","(2:45.1883865121,5.86031083963)"
"MULTILINESTRING ((5.87542392376243 45.1828841277659,5.87354482313658 45.182346873555))","(2:45.1826155007,5.87448437345)"
"MULTILINESTRING ((5.87542392376243 45.1828841277659,5.87534424313949 45.1830396554145))","(2:45.1829618916,5.87538408345)"
"MULTILINESTRING ((5.87542392376243 45.1828841277659,5.87598469483985 45.183101230338))","(2:45.1829926791,5.8757043093)"
"MULTILINESTRING ((5.87542392376243 45.1828841277659,5.87555226036025 45.1826911033657))","(2:45.1827876156,5.87548809206)"
"MULTILINESTRING ((5.88739545849602 45.1631351069075,5.88729403789824 45.1649148379448))","(2:45.1640249724,5.8873447482)"
"MULTILINESTRING ((5.86812269107965 45.2004424125214,5.86886833777503 45.2022294476855,5.86940504484669 45.2053466336191))","(2:45.2028569204,5.86889322237)"
"MULTILINESTRING ((5.52585573956741 45.2614927018528,5.52825606562202 45.2640964716205))","(2:45.2627945867,5.52705590259)"
"MULTILINESTRING ((5.62486337282346 44.8881604526825,5.62815107759509 44.8868517889777))","(2:44.8875061208,5.62650722521)"
"MULTILINESTRING ((5.6207006948321 44.8897446286682,5.62144137520444 44.8804879774383))","(2:44.8851163031,5.62107103502)"
"MULTILINESTRING ((5.65381909477706 44.876339420111,5.65402473757751 44.8767485586779))","(2:44.8765439894,5.65392191618)"
"MULTILINESTRING ((5.6275706049004 44.8866962934029,5.62717669535277 44.8865763178979))","(2:44.8866363057,5.62737365013)"
"MULTILINESTRING ((5.65367124978956 44.8759054907129,5.65188810395372 44.8712723409057))","(2:44.8735889158,5.65277967687)"
"MULTILINESTRING ((5.45672444115829 45.1957763758345,5.46452472829677 45.1993778025686))","(2:45.1975770892,5.46062458473)"
"MULTILINESTRING ((5.4685723273048 45.1977074300388,5.46870704075555 45.1975975993773,5.46896517576173 45.1971264687386,5.46957978250549 45.1965587444481,5.47054783052296 45.1957100586094,5.47145519625915 45.1948950802894,5.47151418843393 45.1948346463693,5.47163386303626 45.1946018272894,5.4719695454514 45.1943356438643,5.47237083433584 45.1940938056914,5.47269432106997 45.1939518141653))","(2:45.1957211186,5.47054041962)"
"MULTILINESTRING ((5.90624803778017 45.2430035217644,5.90587348086777 45.2432988882096,5.90169718777274 45.2431482643276))","(2:45.2432161619,5.90401845007)"
"MULTILINESTRING ((5.92759636547662 45.2348854259058,5.92852927417192 45.2361570219348,5.92943266365639 45.2365278839296))","(2:45.2358352718,5.92841393115)"
"MULTILINESTRING ((5.93737455957791 45.2350186242479,5.93708255723216 45.2345860816332,5.93708172544426 45.2345852440771,5.93448897567904 45.2319474621866,5.93422111572043 45.2316250754332))","(2:45.2333057411,5.935818794)"
"MULTILINESTRING ((5.5508654114007 44.9579969371132,5.55083255139966 44.9583220381102))","(2:44.9581594876,5.5508489814)"
"MULTILINESTRING ((5.55083255139966 44.9583220381102,5.55107881285047 44.9590441166619))","(2:44.9586830774,5.55095568213)"
"MULTILINESTRING ((5.33349448788934 45.0795950855594,5.33499855784494 45.0797963965701))","(2:45.0796957411,5.33424652287)"
"MULTILINESTRING ((5.34698064695041 45.097520272216,5.3472472200812 45.098102560097))","(2:45.0978114162,5.34711393352)"
"MULTILINESTRING ((5.84015816526863 45.0445263774384,5.84063801013621 45.0444988976754))","(2:45.0445126376,5.8403980877)"
"MULTILINESTRING ((5.75467020560144 44.7976862942449,5.75523934391467 44.7976151513134))","(2:44.7976507228,5.75495477476)"
"MULTILINESTRING ((5.75982153050835 44.789509588121,5.75946825639251 44.7918217483719))","(2:44.7906656682,5.75964489345)"
"MULTILINESTRING ((5.74207943153459 44.7831846930939,5.74186241767641 44.7831554445004,5.74184467365239 44.7831507256857))","(2:44.7831687549,5.74196184398)"
"MULTILINESTRING ((5.77934025319287 44.7810225968592,5.7799109240086 44.7810559231213))","(2:44.78103926,5.7796255886)"
"MULTILINESTRING ((5.79368047027215 44.7927486549348,5.79421254605367 44.7931712438292,5.7942251908497 44.7931812909649))","(2:44.7929649717,5.79395283158)"
"MULTILINESTRING ((5.74564447020099 44.7836022296537,5.7449007881306 44.7835166001941))","(2:44.7835594149,5.74527262917)"
"MULTILINESTRING ((5.75946825639251 44.7918217483719,5.76066379794816 44.7919483590284,5.76145747221963 44.7912737567401))","(2:44.7917578605,5.76052773975)"
"MULTILINESTRING ((5.22328418100628 45.0961706971319,5.22334909677477 45.0960932981907))","(2:45.0961319977,5.22331663889)"
"MULTILINESTRING ((6.17585977991981 44.9571866308584,6.17670294165645 44.9565866839032))","(2:44.9568866574,6.17628136079)"
"MULTILINESTRING ((6.18234001900483 44.9500543975376,6.18054682099697 44.9521987771203,6.1792120853739 44.9537203770143))","(2:44.9518964078,6.18078658398)"
"MULTILINESTRING ((6.17645335062392 44.9556789590938,6.17401238765076 44.9546194443976,6.17399617656136 44.9546124061293))","(2:44.9551456833,6.17522476328)"
"MULTILINESTRING ((5.80012226966714 45.4093822652399,5.79900311633554 45.4087124547049))","(2:45.40904736,5.799562693)"
"MULTILINESTRING ((5.79910701376538 45.4009136597827,5.79966927072501 45.4012817704618,5.79976388827624 45.4016253389703,5.79949431456977 45.4020972801379,5.80005809091198 45.4026088976984,5.80028159213805 45.4033282612728))","(2:45.402039509,5.79975499159)"
"MULTILINESTRING ((5.80091031831281 45.4114844550992,5.80363259243209 45.4143913683491,5.80434256411291 45.4145053625046))","(2:45.4131689192,5.80253391769)"
"MULTILINESTRING ((5.6940786168244 45.2443090172879,5.69447532611353 45.2442114483616))","(2:45.2442602328,5.69427697147)"
"MULTILINESTRING ((5.70088240128306 45.0420440399275,5.70087625830232 45.0420377890613,5.7007728822388 45.0419325816752))","(2:45.041988311,5.70082764154)"
"MULTILINESTRING ((5.70067813325215 45.0290407247189,5.70142004519244 45.0279870485002))","(2:45.0285138866,5.70104908922)"
"MULTILINESTRING ((5.70276879141678 45.0250122226022,5.70142004519244 45.0279870485002))","(2:45.0264996356,5.7020944183)"
"MULTILINESTRING ((5.48277482878498 45.2060080962025,5.48283110013616 45.2056651629671,5.48253873040382 45.2047656991565))","(2:45.2053823508,5.48271663578)"
"MULTILINESTRING ((5.46880777497897 45.2060072848993,5.4684073792903 45.206361598741))","(2:45.2061844418,5.46860757713)"
"MULTILINESTRING ((5.5968137478751 44.9518708241178,5.59864840509086 44.9511750272892))","(2:44.9515229257,5.59773107648)"
"MULTILINESTRING ((5.59664281185704 44.9520526614261,5.59644400992102 44.9522477609834))","(2:44.9521502112,5.59654341089)"
"MULTILINESTRING ((5.6158628199055 44.9586059779027,5.61628681586613 44.9587147032926))","(2:44.9586603406,5.61607481789)"
"MULTILINESTRING ((5.25841356416218 45.111408480137,5.25700911275357 45.1109542736915,5.25615268222665 45.1096240663874,5.25618492481997 45.1082171518981))","(2:45.1101527903,5.2568246996)"
"MULTILINESTRING ((5.24799533734016 45.1037313756176,5.24955972828444 45.104318608283))","(2:45.104024992,5.24877753281)"
"MULTILINESTRING ((5.24799533734016 45.1037313756176,5.24398434676389 45.1018841316623))","(2:45.1028077536,5.24598984205)"
"MULTILINESTRING ((5.25494100914256 45.0983379959732,5.25478157409994 45.0986739375352))","(2:45.0985059668,5.25486129162)"
"MULTILINESTRING ((5.26398208146686 45.0806081604984,5.26515576702215 45.0799978085007))","(2:45.0803029845,5.26456892424)"
"MULTILINESTRING ((5.2499675880025 45.0758996192049,5.24978919834309 45.0758527545382))","(2:45.0758761869,5.24987839317)"
"MULTILINESTRING ((5.24569104910031 45.0711243677293,5.24562195596793 45.0709874429742))","(2:45.0710559054,5.24565650253)"
"MULTILINESTRING ((5.24350122616962 45.0994511650708,5.2428850736223 45.1002302912192))","(2:45.0998407281,5.2431931499)"
"MULTILINESTRING ((5.24239857405767 45.1011855149827,5.23571684797417 45.0982191969381,5.22510971165992 45.0947469209906,5.22457345254171 45.0942110467814,5.22036642033792 45.0907668710957))","(2:45.0964952005,5.23105314818)"
"MULTILINESTRING ((5.24270038222412 45.1014866462962,5.24285987315737 45.1024310628732,5.24280461758869 45.1033297154637))","(2:45.1024053785,5.24280538099)"
"MULTILINESTRING ((5.24280461758869 45.1033297154637,5.24268472128856 45.104927219819,5.24192028198146 45.1052945298149))","(2:45.104468529,5.24259161254)"
"MULTILINESTRING ((5.8852462446565 45.3093342050894,5.88262237719245 45.3104175402246,5.87956936325495 45.3107894999747,5.87903215516633 45.3109498479316))","(2:45.3103075526,5.88218485953)"
"MULTILINESTRING ((5.88961082572843 45.3189595003568,5.89086219076839 45.3177342343249,5.89110356632815 45.3172222238085))","(2:45.318134691,5.89041881899)"
"MULTILINESTRING ((5.87757605428105 45.3029569713919,5.87710017394617 45.3032414941284))","(2:45.3030992328,5.87733811411)"
"MULTILINESTRING ((5.88021844894151 45.3039645147315,5.88048555786042 45.3038456362211))","(2:45.3039050755,5.8803520034)"
"MULTILINESTRING ((5.87427237280795 45.3001886640074,5.87921433995559 45.3024614346242,5.88000421986471 45.3030677968575))","(2:45.301547804,5.87718682173)"
"MULTILINESTRING ((5.88080574227664 45.303655800363,5.88000421986471 45.3030677968575))","(2:45.3033617986,5.88040498107)"
"MULTILINESTRING ((5.87365275712028 45.2962095195985,5.87470091532195 45.2954032725984,5.87527622995471 45.293877593751))","(2:45.2951625732,5.87462506184)"
"MULTILINESTRING ((5.81117253927104 44.9574746446651,5.81047739356355 44.957090194199,5.80935043997155 44.9556311967363))","(2:44.9566382591,5.810188266)"
"MULTILINESTRING ((5.81581265759843 44.9414202299853,5.81619625424651 44.9416287961277))","(2:44.9415245131,5.81600445592)"
"MULTILINESTRING ((5.91868315379553 44.8175020299494,5.91872747631575 44.8176060507881))","(2:44.8175540404,5.91870531506)"
"MULTILINESTRING ((5.94982778169674 44.8187399680365,5.95051399597067 44.8187446419116,5.95565444056686 44.8188362519905))","(2:44.8187847779,5.95274115217)"
"MULTILINESTRING ((5.94883411167397 44.8230034646719,5.94679815031775 44.8236490871022,5.94332332578232 44.825007172955))","(2:44.8239633852,5.9460638933)"
"MULTILINESTRING ((5.91099298540072 44.7996848463872,5.91099375617934 44.79968226443,5.91044536456779 44.7997448360129))","(2:44.7997134045,5.91072089059)"
"MULTILINESTRING ((5.90902773951693 44.7771745593256,5.91309511831855 44.7731810748814,5.91531973098659 44.7720457269538,5.91625469543346 44.7722766312659))","(2:44.7741615236,5.91241596317)"
"MULTILINESTRING ((5.90972735815363 44.8164737860129,5.90971238215138 44.8162904993902,5.90977534112202 44.8161127842222,5.91010761214408 44.8160537419965,5.91046485962599 44.8158940767593,5.91248278407488 44.813975955067))","(2:44.8152693411,5.91105415266)"
"MULTILINESTRING ((5.91128804280828 44.8075052786857,5.91182407520525 44.8066341299476,5.91235295292449 44.8066512365813))","(2:44.8069241123,5.91173759852)"
"MULTILINESTRING ((6.12187030784963 45.0479088812148,6.11945429596763 45.0480777245463,6.11818087616677 45.050190929209))","(2:45.0485691041,6.11973139282)"
"MULTILINESTRING ((5.68941558279752 44.9200480826208,5.69187749453572 44.9202121557984))","(2:44.9201301192,5.69064653867)"
"MULTILINESTRING ((5.76393701781626 45.0508830330884,5.76388954108571 45.050972845153))","(2:45.0509279391,5.76391327945)"
"MULTILINESTRING ((5.88828384206655 45.0789836607811,5.88832368783493 45.0790671606918))","(2:45.0790254107,5.88830376495)"
"MULTILINESTRING ((5.77379538320658 45.4366276835014,5.77694269275789 45.4359978218711))","(2:45.4363127527,5.77536903798)"
"MULTILINESTRING ((5.28196641366887 45.10015715188,5.28190442904361 45.1000354130711))","(2:45.1000962825,5.28193542136)"
"MULTILINESTRING ((5.91899578945377 44.8064898910698,5.9260821496514 44.8056762393392))","(2:44.8060830652,5.92253896955)"
"MULTILINESTRING ((6.04773474080715 45.0464395410817,6.04209144937225 45.0504919872767))","(2:45.0484657642,6.04491309509)"
"MULTILINESTRING ((5.89515700305099 45.1849444787771,5.89590540458763 45.1856456561366,5.89668192773385 45.1870140832248))","(2:45.1859215345,5.89599279685)"
"MULTILINESTRING ((5.6455295361614 45.3124520580967,5.64382289090303 45.3108489669708,5.6434164127131 45.3105369095611))","(2:45.3114785714,5.64448649827)"
"MULTILINESTRING ((5.69094174922585 45.0755453620249,5.68954773485598 45.0718683473275))","(2:45.0737068547,5.69024474204)"
"MULTILINESTRING ((5.67574839723726 45.0689644326379,5.67464035626243 45.0679017725558))","(2:45.0684331026,5.67519437675)"
"MULTILINESTRING ((5.97790473494239 45.299168969208,5.97508433909708 45.2990067602423,5.97241397880052 45.3001997384913))","(2:45.299350024,5.97509805318)"
"MULTILINESTRING ((5.6242969004117 45.2430441512131,5.62485447741845 45.2429968283928,5.62527867589315 45.2428859652199,5.62566744386805 45.2427183451756))","(2:45.2429310612,5.62499439288)"
"MULTILINESTRING ((5.90806565287555 45.0978401496884,5.90909796356731 45.0974768257253))","(2:45.0976584877,5.90858180822)"
"MULTILINESTRING ((5.90843940593722 45.0960456576504,5.91004217067331 45.0965582196803))","(2:45.0963019387,5.90924078831)"
"MULTILINESTRING ((5.25022763332155 45.1027253806235,5.25023908344627 45.1033868381227,5.25001515663387 45.1036939778407))","(2:45.1032328305,5.25019459189)"
"MULTILINESTRING ((5.39017455302556 45.0660388189394,5.39015199087388 45.0660130646991))","(2:45.0660259418,5.39016327195)"
"MULTILINESTRING ((5.99837287314547 45.4590081058557,5.99717673547342 45.4588885962673))","(2:45.4589483511,5.99777480431)"
"MULTILINESTRING ((5.69547218286355 44.9585486607346,5.70144951971127 44.9608070830002))","(2:44.9596778719,5.69846085129)"
"MULTILINESTRING ((6.00932078523477 45.4605464797908,6.00918886829896 45.4601212329305))","(2:45.4603338564,6.00925482677)"
"MULTILINESTRING ((5.76337834138963 45.0829390951165,5.76349960697599 45.0829353295357,5.76350460647766 45.0829242624872,5.76350988436594 45.0829125565728,5.76354832830716 45.0828985111238))","(2:45.0829285171,5.76346745333)"
"MULTILINESTRING ((5.98685206841577 45.443676068563,5.99340426343967 45.441646016261))","(2:45.4426610424,5.99012816593)"
"MULTILINESTRING ((5.98052382809275 45.4254325884564,5.97809495040348 45.4257720526808))","(2:45.4256023206,5.97930938925)"
"MULTILINESTRING ((5.96892535731399 45.4109545896562,5.97394997625589 45.4173989459138,5.9742054946684 45.4179636317371))","(2:45.4144238388,5.97162379334)"
"MULTILINESTRING ((5.98038175926665 45.4406328468337,5.98432166664659 45.4400020267813))","(2:45.4403174368,5.98235171296)"
"MULTILINESTRING ((5.99613642540447 45.4287968586725,5.99554093543594 45.4281708509497))","(2:45.4284838548,5.99583868042)"
"MULTILINESTRING ((6.00185482115054 45.4401889453384,6.00224790709203 45.4411396682891,6.00316701096455 45.4420536254817))","(2:45.4411840912,6.0024171404)"
"MULTILINESTRING ((5.97797046860903 45.4396610954956,5.9767741463484 45.4396796103033))","(2:45.4396703529,5.97737230748)"
"MULTILINESTRING ((5.97854291392164 45.4565175458016,5.97961881351128 45.4562471791573))","(2:45.4563823625,5.97908086372)"
"MULTILINESTRING ((6.00363045970751 45.4598446938539,6.00330147387247 45.4599590716911))","(2:45.4599018828,6.00346596679)"
